company,job_title,city,country,lat_long,ticket,discount,age,gender,times,org_size,background,decision_making,influence
WNYC,Social Media Director,New York,,"""40.712784,-74.005941""",Getting Closer Member,WNYC-podcast-rate,25-34,Female,null,null,Professional | Nonprofit | Director | Communications/Marketing,No,Low
WNYC,"Vice President, On-Demand Content",New York,,"""40.712784,-74.005941""",Getting Closer Member,WNYC-podcast-rate,35-44,Female,null,null,Professional | Nonprofit | Executive | Broadcast,No,Medium
WNYC,Host and Managing Editor of Note to Self,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,35-44,Female,null,null,Professional | Nonprofit | Broadcast,No,Medium
WNYC,"Host & Managing Editor, Note to Self",New York,,"""40.712784,-74.005941""",Getting Closer Member,WNYC-podcast-rate,25-34,Female,null,null,Professional | Nonprofit | Broadcast,No,None
WNYC New York Public Radio,"Producer, Data News Team",New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,18-24,Female,2,null,Professional | Person of Color | Nonprofit,No,Medium
WNYC/New York Public Radio,"Director of Planning & Project Management, Content",New York,,"""40.712784,-74.005941""",Getting Closer Member,WNYC-podcast-rate,25-34,Female,null,null,Professional | Nonprofit | Director,No,Low
WNYC's Note to Self,Assistant Producer,New York,,"""40.712784,-74.005941""",Complimentary Registration,mjbear,25-34,Female,1,301-500,Broadcast,No,Low
Words TK,Principal,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,45-54,Male,4-7,1-2,Professional | Entrepreneur/Start up  | Executive | Pure-Play Digital,Yes,null
Yahoo,"Managing Editor, Global Eents",New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,25-34,Male,1,501+,Professional,No,Low
Yahoo Finance,Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,volunteer,25-34,Female,null,null,Professional,No,None
Yahoo News,Head of Breaking News,New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Female,4-7,501+,Professional | Academic | Student | Person of Color | LGBT | Entrepreneur/Start up  | Nonprofit | Executive | Director | Manager | Entry Level | Developer | Technologist | Broadcast | Print | Communications/Marketing  | Independent News/Local | Vendor,No,High
Yahoo News Digest,Editor,New York,,"""40.712784,-74.005941""",Complimentary Registration,speaker,25-34,Female,2,null,Professional | Manager,No,Medium
YouTube,"Head of News, YouTube",New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,45-54,Female,1,501+,Professional,No,Medium
YouTube,"Sr. Manager, Creative Insights",New York,,"""40.712784,-74.005941""",Early-Bird Member - Group,,35-44,Female,4-7,501+,Professional,No,Medium
CBS Local Digital,"Director, Social Strategy",New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,35-44,Female,4-7,501+,Professional | Director,Yes,null
CNN,"Recruiting Manager, CNN",New York,,"""40.712784,-74.005941""",Early-Bird Member,member133kx5w8,25-34,Female,1,501+,Professional,No,Medium
Public Technologies Inc.,Co-Founder and CEO,New York,,"""40.712784,-74.005941""",Almost There Member,ona15-waitlist-member,35-44,Male,1,11-25,Entrepreneur/Start up,Yes,null
Public Technologies Inc.,"Head of Business Business Development, North Ameri",New York,,"""40.712784,-74.005941""",Almost There Member,ona15-waitlist-member,45-54,Male,2,11-25,Vendor,No,Medium
The New York Times,Editor of Digital News Design,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,35-44,Male,null,null,Professional | Director | Manager | Technologist,No,Low
The New York Times,Graphics/Multimedia Editor,New York,,"""40.712784,-74.005941""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | Technologist | Other,No,Low
WNYC,Project Manager,New York,,"""40.712784,-74.005941""",Almost There Member,member133kx5w8,35-44,Female,1,null,Professional | Person of Color | Nonprofit,No,Medium
Business Insider,Social Media and Reporter,New York,,"""40.712784,-74.005941""",Complimentary Registration,volunteer,18-24,Female,null,null,Professional | Person of Color | Entrepreneur/Start up  | Entry Level | Pure-Play Digital,No,Low
clearhealthcosts.com,Founder,Pelham,,"""33.285669,-86.809989""",Complimentary Registration,volunteer,55-64,Female,null,null,Professional | Entrepreneur/Start up  | Executive | Technologist | Pure-Play Digital | Publisher,Yes,null
WPTZ-WNNE TV,Digital Media Manager,Plattsburgh,,"""44.699487,-73.452912""",Getting-Closer Non-Member,,25-34,Male,null,null,Professional | Manager | Broadcast,No,Medium
,Student/Job-searching,Port Washington,,"""40.825656,-73.698186""",Complimentary Registration,ed-comp,25-34,Female,1,null,Student | Entry Level,No,None
Gannett/Poughkeepsie Journal,Arts Writer,Poughkeepsie,,"""41.700371,-73.92097""",Getting-Closer Member - Group,,35-44,Male,1,null,Professional,No,Low
Gannett/Democrat and Chronicle,content coach for mobile,Rochester,,"""43.16103,-77.610922""",Getting-Closer Member - Group,,25-34,Female,1,null,Professional,No,Low
Newhouse School at Syracuse University,Collaborative Media Room General Manager,Syracuse,,"""43.048122,-76.147424""",Early-Bird Member,member133kx5w8,35-44,Male,8-14,26-100,Professional | Academic | Director,No,High
"S.I. Newhouse School, Syracuse University",Professor and Chair of Journalism Innovation,Syracuse,,"""43.048122,-76.147424""",Complimentary Registration,speaker,35-44,Male,4-7,null,Professional | Academic | Person of Color | Technologist | Pure-Play Digital,Yes,null
Syracuse University,Graduate Student,Syracuse,,"""43.048122,-76.147424""",Student Non-Member,,25-34,Female,1,null,Student | Person of Color | Print,No,None
Gannett and lohud.com,Audience Analyst,White Plains,,"""41.033986,-73.76291""",Complimentary Registration,speaker,35-44,Female,1,null,Professional | Manager,No,Medium
Consumer Reports,Sr. Product Manager,Yonkers,,"""40.93121,-73.898747""",Almost There Non-Member,,45-54,Female,null,null,Professional | LGBT | Manager | Publisher,No,High
"Scripps College of Communication, Ohio University","Associate Dean for Innovation, Graduate Studies an",Athens,,"""33.951935,-83.357567""",Complimentary Registration,speaker,45-54,Female,2,null,Professional | Academic | Person of Color | Entrepreneur/Start up  | Director | Technologist | Communications/Marketing,No,High
Enquirer Media,Engagement Editor,Cincinnati,,"""39.103118,-84.51202""",Early-Bird Member,member133kx5w8,25-34,Female,1,101-300,Professional | Director | Manager | Communications/Marketing,No,High
Gannett,Development Manager,Cincinnati,,"""39.103118,-84.51202""",Getting Closer Member,member133kx5w8,35-44,Male,null,null,Professional,Yes,null
The Cincinnati Enquirer,Transportation Reporter,Cincinnati,,"""39.103118,-84.51202""",Early-Bird Member,member133kx5w8,35-44,Male,1,301-500,Professional | Director | Technologist | Print,No,Low
The E. W. Scripps Company,Regional General Manager,Cincinnati,,"""39.103118,-84.51202""",Early-Bird Member,member133kx5w8,45-54,Male,4-7,501+,Professional | Executive | Director | Manager | Broadcast,Yes,null
The Enquirer,Reporter,Cincinnati,,"""39.103118,-84.51202""",Getting-Closer Member - Group,,25-34,Female,1,null,Professional,Yes,null
The Enquirer/Cincinnati.com,Digital Optimizer,Cincinnati,,"""39.103118,-84.51202""",Early-Bird Member,member133kx5w8,25-34,Male,1,101-300,Professional | Print | Other,No,Low
University of Cincinnati,"Dir., Media and Communications",Cincinnati,,"""39.103118,-84.51202""",Complimentary Registration,ona-gold-silver,45-54,Female,1,501+,Academic,Yes,null
WCPO-TV,Entertainment editor,Cincinnati,,"""39.103118,-84.51202""",Early-Bird Member,member133kx5w8,35-44,Female,3,101-300,Professional | Person of Color | Manager | Broadcast | Pure-Play Digital,No,None
Online News Association,HBCU Digital Media Fellow,Cleveland,,"""41.49932,-81.694361""",Complimentary Registration,HBCU,18-24,Male,1,1-2,Student | LGBT | Print,No,Medium
Vendome Healthcare Media,Social Media Manager,Cleveland,,"""41.49932,-81.694361""",Complimentary Registration,volunteer,25-34,Female,null,null,Professional | Print | Communications/Marketing  | Independent News/Local,No,Low
WKYC-TV,Director of Digital Content and Strategy,Cleveland,,"""41.49932,-81.694361""",Early-Bird Member,member133kx5w8,35-44,Male,1,101-300,Professional | Director | Broadcast,No,Medium
The Ohio State University,"Interim Senior Director, Editorial Communications",Columbus,,"""39.961176,-82.998794""",Getting-Closer Non-Member,,35-44,Female,null,null,Professional | Nonprofit | Director | Manager | Technologist | Print | Communications/Marketing,No,Low
WBNS 10TV,Director of News & Digital Content,Columbus,,"""39.961176,-82.998794""",Early-Bird Member,member133kx5w8,35-44,Female,1,101-300,Professional | LGBT | Executive | Manager | Broadcast,No,High
Cox Media Group,Vice President of Content,Dayton,,"""39.758948,-84.191607""",Getting Closer Member,member133kx5w8,45-54,Female,null,null,Professional | Executive | Broadcast | Print | Independent News/Local,No,High
Cox Media Group Ohio,Director of Digital,Dayton,,"""39.758948,-84.191607""",Getting Closer Member,member133kx5w8,45-54,Male,null,null,Professional | Director | Broadcast | Print,No,Medium
MNCO,Watchdog/Enterprise Coach,Newark,,"""40.735657,-74.172367""",Getting-Closer Member - Group,,45-54,Male,1,null,Professional,No,Medium
Kiplinger Program / Ohio State University,Director,Powell,,"""40.15784,-83.075187""",Getting Closer Member,member133kx5w8,45-54,Male,null,null,Professional | Director | Manager,Yes,null
Yahoo Canada,Lifestyle & Entertainment Editor,Toronto,Canada,"""43.653226,-79.383184""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional,No,Medium
CMG - KOKI,News Director,Broken Arow,,"""36.060949,-95.797453""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Manager | Broadcast,No,High
Native American Journalists Association,Executive Director,Norman,,"""35.222567,-97.439478""",Complimentary Registration,ed-comp,25-34,Female,null,null,Person of Color | Nonprofit | Director | Communications/Marketing,Yes,null
Oklahoma Watch,Executive Editor,Norman,,"""35.222567,-97.439478""",Early-Bird Member,member133kx5w8,55-64,Male,1,3-10,Professional | Nonprofit | Executive,Yes,null
Ethics and Excellence in Journalism Foundation,Senior Journalism Consultant,Oklahoma City,,"""35.46756,-97.516428""",Complimentary Registration,ed-comp,65+,Female,null,null,Professional | Nonprofit,No,Medium
Ethics and Excellence in Journalism Foundation,Program Officer,Oklahoma City,,"""35.46756,-97.516428""",Complimentary Registration,ed-comp,25-34,Male,null,null,Nonprofit,No,Medium
KFOR-TV,Interactive Content Executive Producer,Oklahoma City,,"""35.46756,-97.516428""",Early-Bird Member,member133kx5w8,45-54,Female,1,26-100,Manager,No,High
KOCO-TV,Digital Media Manager,Oklahoma City,,"""35.46756,-97.516428""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | Manager,No,Medium
KWTV 9,News Director,Oklahoma City,,"""35.46756,-97.516428""",Almost There Member,member133kx5w8,35-44,Male,1,101-300,Professional,Yes,null
Oklahoma State University,Assistant Professor,Stillwater,,"""45.056004,-92.808844""",Complimentary Registration,knight,55-64,Male,1,1-2,Academic | Person of Color,No,Low
FOX23,Digital Content Manager,Tulsa,,"""36.153982,-95.992775""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | Manager | Broadcast,No,Low
KOTV/Griffin Communications,Executive Producer of NewsOn6.com,Tulsa,,"""36.153982,-95.992775""",Almost There Member,member133kx5w8,45-54,Male,null,null,Professional | Broadcast,No,Medium
The Bulletin,Digital Editor,Bend,,"""44.058173,-121.31531""",Early-Bird Member,member133kx5w8,35-44,Female,1,26-100,Professional,No,Low
Western Communications,Web Developer,Bend,,"""44.058173,-121.31531""",Early-Bird Member,member133kx5w8,35-44,Female,1,101-300,Professional | Developer | Technologist | Communications/Marketing  | Publisher,No,Medium
Lane Monthly,Editor-in-Chief,Eugene,,"""44.052069,-123.086754""",Complimentary Registration,volunteer,35-44,Female,null,null,Professional | Academic | LGBT | Print | Communications/Marketing,No,High
University of Oregon,Journalism Director,Eugene,,"""44.052069,-123.086754""",Almost There Member,member133kx5w8,45-54,Male,null,null,Professional | Academic | Entrepreneur/Start up  | Nonprofit | Director,No,High
University of Oregon,Ph. D. Student,Eugene,,"""44.052069,-123.086754""",Student Member,member133kx5w8,35-44,Female,1,null,Academic | Student,No,None
University of Oregon,Adjunct Instructor,Eugene,,"""44.052069,-123.086754""",Complimentary Registration,volunteer,55-64,Female,null,null,Professional | Academic | Nonprofit | Director,No,Low
University of Oregon,Journalism Instructor,Eugene,,"""44.052069,-123.086754""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Academic | Person of Color,No,Low
University of Oregon,journalism instructor,Eugene,,"""44.052069,-123.086754""",Complimentary Registration,studentnewsroom-mentor,45-54,Female,null,null,Academic,No,Low
KGW,Digital Managing Editor,Portland,,"""45.523062,-122.676482""",Getting Closer Member,member133kx5w8,35-44,Male,null,null,Professional | Manager | Broadcast,No,Low
KGW Media Group,Director of Digital Media,Portland,,"""45.523062,-122.676482""",Complimentary Registration,volunteer,35-44,Male,null,null,Professional,No,High
OPB,Editorial Experience Designer,Portland,,"""45.523062,-122.676482""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional | Nonprofit | Developer | Technologist,Yes,null
Oregon Public Broadcasting,Director of Digital Strategy & Community Engagemen,Portland,,"""45.523062,-122.676482""",Getting Closer Member,member133kx5w8,45-54,Female,null,null,Professional | Nonprofit | Executive | Director | Broadcast,No,High
Oregon Public Broadcasting,Reporter,Portland,,"""45.523062,-122.676482""",Early-Bird Member,member133kx5w8,25-34,Male,1,101-300,Professional | Executive | Broadcast,No,Low
Oregon Public Broadcasting,Digital Producer,Portland,,"""45.523062,-122.676482""",Getting Closer Member,member133kx5w8,18-24,Male,null,null,Professional | Nonprofit | Pure-Play Digital,No,None
Oregonian Media Group,Supervising Digital Producer,Portland,,"""45.523062,-122.676482""",Early-Bird Member,member133kx5w8,35-44,Female,1,101-300,Professional | Manager | Independent News/Local,No,Low
The Beacon,Sports Editor,Portland,,"""45.523062,-122.676482""",Student Member,member133kx5w8,18-24,Female,1,null,Student | Person of Color | Entry Level | Broadcast | Print,No,Low
The Beacon,Editor-in-Chief,Portland,,"""45.523062,-122.676482""",Student Member,member133kx5w8,18-24,Female,1,null,Academic | Student,No,High
The Oregonian,Director of Digital,portland,,"""45.523062,-122.676482""",Almost There Member,member133kx5w8,45-54,Female,4-7,501+,Professional,No,High
